capture_source,detected,dataset_timestamp,timestamp,socket_cookie,skb_len,inspected_len,stream_offset,method,url,version,http_header,payload_len,payload,payload_hex,tls_content_type,tls_version,tls_record_length,tls_ciphertext_hex,received_prefix,received_suffix,pattern_found,pattern_offset
ebpf_sk_skb_stream_verdict,false,2026-09-24T15:52:48.934496425Z,1802821903674265,4182,2022,2022,0,,,,"""""",2022,"""\x16\x03\x01\a\xe1\x01\x00\a\xdd\x03\x033a\xd7\xfca\xb3 w?B\x16\x89e\xffgm\x11\x05\x13\tH\x13\""\xf8}R\x9f\xfb\xc6\x1b\""\x00 \xc2\xf2\xb2QWF\xae\xa1\x9d\xe6k\x19\xcf!\x13\xe9\x87\x02U\x9c\xc4T\x19RK\xce\""I\xda\xd9*\x0e\x00 \xda\xda\x13\x01\x13\x02\x13\x03\xc0+\xc0/\xc0,\xc00\u0329\u0328\xc0\x13\xc0\x14\x00\x9c\x00\x9d\x00/\x005\x01\x00\at\x8a\x8a\x00\x00\x00\x17\x00\x00\x00-\x00\x02\x01\x01D\xcd\x00\x05\x00\x03\x02h2\xfe\r\x00\xba\x00\x00\x01\x00\x01u\x00 \xb9\xb0\xf7\xef[\xea\xb8\x7f_\xebU+\xfa\x87\xfc\xf8\nFT\xa3$\xd4\u00d8R\xbe\xffOK\xdb8.\x00\x90\x8bn\xb2\xb5\xb8\xf6\xde\xf52\x8cn\u075ee\xfcw\xd8\xdb\xef\xa9\x1f\xe8\u01ca-\xebF\xbe\x98I\xb8\xe4\x7f\x9f\xda=\ra\x9dv\xf1\t\x14\a\xfc\xe9\xdc\u043cx\x18'\xe9\xca\xc7\u0277)\xfc\xa4\xeaU9\xe8|\xf9}\xe7\xd0\b\x01\xfc\xa5\x05]]9\xfc\xc1\xfa\xa9?\xa8F\xf7\x1dr\x95{w\x03\v \xc0\xa5\xcc\u0130@.0\x15o^M(\v\xdd\xf1;a\xd3Q\xf7\x04\xfd\xb4\x864/^\xa6x.?y\u079c0\xf3\xa2\xa3I\xfb\xa5\b\xba\u04f9{\x84]\xa8\xb4\x00+\x00\a\x06\xfa\xfa\x03\x04\x03\x03\x00\x10\x00\x0e\x00\f\x02h2\bhttp/1.1\x00\r\x00\x1a\x00\x18ZZ\t\x04\t\x05\t\x06\x04\x03\b\x04\x04\x01\x05\x03\b\x05\x05\x01\b\x06\x06\x01\x00\v\x00\x02\x01\x00\x00\x1b\x00\x03\x02\x00\x02\xff\x01\x00\x01\x00\x00\x12\x00\x00\x00\x05\x00\x05\x01\x00\x00\x00\x00\xca4\x00\xba\x00\xb8\x05\x82\xdf\x13\x02\x0e\b\x83\x9ad\x8c\x9b-\x01\b\x05\x82\xdf\x13\x02\x14\x04\xd6y\t\x04\b\x83\x9ad\x8c\x9b-\x01\x13\x04\xd6y\t\x0f\x04\xd6y\t\x01\x05\x82\xdf\x13\x02\x12\b\x83\x9ad\x8c\x9b-\x01\n\b\x83\x9ad\x8c\x9b-\x01\a\x04\xd6y\t\a\x05\x82\xdf\x13\x02\x01\x05\x82\xdf\x13\x02\x06\x05\x82\xdf\x13\x02\x13\b\x83\x9ad\x8c\x9b-\x01\v\x04\xd6y\t\n\x04\xd6y\t\x05\x04\xd6y\t\r\b\x83\x9ad\x8c\x9b-\x01\t\b\x83\x9ad\x8c\x9b-\x01\r\b\x83\x9ad\x8c\x9b-\x01\f\x04\xd6y\t\b\x04\xd6y\t\x06\x05\x82\xdf\x13\x02\r\b\x83\x9ad\x8c\x9b-\x01\x12\x04\xd6y\t\f\x05\x82\xdf\x13\x02\x0f\x04\xd6y\t\v\x003\x04\xef\x04\xed\xea\xea\x00\x01\x00\x11\xec\x04\xc0\x13\tE\x1aL\xa6#\xaa\x1d\xb7\xf6\x1f/\xdbp\xee\xf4\x1a]`\xa6\xee\x8c0\xf4!E\x8a(\x89\xb8k\x9c\xc0\x17\xabs\xa1#\xb8\xaa9\x7f\xc5\xc3\xe2&I\xb2\xa8\x9b{\xd4lnTU^{\u01d0\x16E\xc1\xabNq\xab\xa1oU\xc3\u0135\x16\xfcE\x05\xed\xf6\x9d\x1ek\x83\x95\xe9\u00a8\x92K\x1e\xcbVD:\xa5\x8b\xe1\xbdK{\xb7\xe99u\xbdyF`\x99AN\x99\x9aQ\xd2H\x7f)\xc2^\x96\xaa\xcb\xcc\x04\xe1\x98{\xce\xc6~\xb2\\\xa6\xccd\xaa\xf4x\xb7\u06e3v6d\x9a\xbdc\xa0\xdd\xe2\f\x8eE\xb1\x88\xb8ji\x10!\xb3\xfa\x8a;\xb1\xb9\x03R(,\xa5Zc\xf4\xafc\fa\u0492\x9c\xd8\xf6\\OA\x1a\x8f)\x15\xed\x98h \xbb\x01\xde7O\xa9\x83dw\xbb\x97\x8c\x02,\xa5\x96\u0261j\xa5o\xf8\xcaY\xbc;\t\x84a4\xb3\xb9\x17x\u010a\x90RJ\x98]RI\x1aMh\xa6Ic\x18%e\xa6t\x83_\xf7\a\x99J\x17\x04s\xd7z\xadk\x9b@\xeb\xb6z\xc9,\x88\x14ey\xd8J\xcf\""?\x8aE\x14\x7f\xb1\x05\xf5\x93\x7f\xcez\x91\xa4\x05\x0fh\xd9!oB`\xdf\x14b\fA\n\xf0\xcc-\xfd3X\xf5\x86Y\xf4s\xbd:\x869\xca!x>\x8a\x16\xb8\xf8\xc9v\x83@R\xf3V\xd0Bh\xfb\x90\x92\xe0\xa0\x19\xce[\x03\u013a]\xf2\x94\x13\u00b6H\xde\xdc(w\x10\x9f\xda\xd2+h\xc2v\n\x06\x10\xf7t8\x7f\xbc\x8a2a\xa4\x8c\xd1\xc0z\xcc>ul@\x0f\xc4\x03\x05B\\}\x8aD\x04\xab\x82]\x02\r\x87y\xa3\xe3\x93p\xf3\x02\x9f\x1e\xba\x10\xe6\n\xa70d\xc3\xcc\xfc\xbe\xa8w\x8e:\xba\x94\xec2\xb5p\xf7p/*\f\xff\xe7#W\xa8\x15x\xea~I\x90\nLT\xc8v\xc7\xcf\a6=_U\xb0\x1c)8\xd5Z\xb6M\u06d8\xf7,.\xedrU\xf30\x9e\xdd\xd3bei(\xc9ziU\xe1\x1f\xf4\fi\xfa\xeb\bx\xa0\x16\x99ga\xdf\xf8L1\xcb\x13\x05\xc7\x12jax\xec\xe5l/\x12+\xeb*#\xf8\xf5++6`R\xb0\x972v\xcb\ai\xbd.\xa3w\xc5\xc5vJ\xc4r\xe3 \xba[7\xbax\x90\r.Ep\xccT@\fv\x86\xfct\xc2s\xd1\xces\xe3rTK\a\x17\x06US\x94\xbez\xb5\n\xdeQ\xb1\xea6O\v\x81\xb7gGV\fP\xb0\xa6$\xc5&\x9aLV\xd6%\x80'\xb4z\xbc\x1c\xf9\xd3\u00e2\xc92*,U\x14\xe3\u015d\x84\x93\x1f\xeb\xc2&\x18\x80S$n\x12t8\xee3\""DC9\xa9\xfc\xafr\xea\x06x\xec\xadPJ<\u0589\x87<\x1c\x06^\xfa\x95-;Ec\xb2\x06!j4\xe6\xe3\xcec\x99\xc1%\x03q.Rq\x94\x83\x93\r\x87\x87\xcd\xd0\x15\x055\x80\xde1CGT\xa2gZ\u020c\xe7f\xechX\x1d \x18\x97r\x11\u06f5\vl2\x89\x0f \x84\xbb\u066c\x97\xaa\x14\u0706>x\xa4\u03fd\xccH\xa5\xe2\x83\x03&4\x97\xc5\xc9lI\xb0\x86\x97f\xc2g\x87\x88\x16\xb4:s\x1cU\xa7\xbe\x1bv\xc3\xf7\xbb\vt\x97u\x16\xc78\xc8\x1a0\u03e2F\xbf\x96\x17O`o\x84\xc2[=\x10\xc0\u02e7\xcb\xf2\x1b\xa3\xe0\u05d0a6,\x7f\xf8\x158t\xcdal\x19\x9f\xe6\xc44\xe0s\xca\u04f0\x8fqT0{)u\xc0cD:\x17\xcc\t06\x83\xa8\xd6\x14\xbc\u0511[\x9e$i\x80\x13\xc8\xe3\xc0\x0f\x97\x9co\xc8\u3b58\x183\xcd%\x12f\xa6\x87r\x03ccz\x01~\xfc\x1f\xbe\u00e9\xab\xb9\x86\xcd\xd2Z|\x19z\xf8eU\xabi\x84\xda|\xaf\x8e\xab.\v\x10\xb7#\u023c\xca\xe2\a\x10\""\u01d9\xca\x06\xb6\x9cp\x88\x00\x80e\xf8\xbd\x1e{\x9f\xf4\x1b\xb6\u0716\xba\x7fQ\x1a\xfd\x89\xb9\x87\x1c\x82BBE\xb0 \x03=\x01d\u0713\u01c5F\xc4\f\u0720\xe35\x92\xad\u21ee\xf8\x8f\xa8\x8by%\xb9\xc8$\u0639\x19I\x84\xdeIm\xb540\xa2\x06\xb0uV\xceBH^\v\x86+\r\xaa@%FG@\xb2v\x1a3\xb8\xa5Z\x04\xbf[VL\xc9\x06\x12\xe2B\xf3x\xcb\xd52\xc9d\xa1>\xc5P\a`\x98dB\xac\xcf\x19\xa2sM {\xc51\x85\xae\xf2]S\xb0z\xac\u0561\xafl\xcbB\tE\xc2f6<P\xab*\x1c\x16\b8\xa0\x9a\u0460\xe9\xe8\xb1rLD\xe2\x1bD\xcf\xccp\xf0*\x1f\xbaCd*+\x87\xf6\aD\xe8\fCg2o_u\xbb\xabc\x1c&\x81r+\xea\x7f\x87\xb2\xa2|\xd9$\xe9\xd9cW:\n\x94\x8d\xfc\x91\xa5\x836fb\x8c^\xa9\x05\xec\u031bB\x1d\xb4\t\xc0\x82\xf4\xb3\xdc\xf2\xd10&\xffB\a\xa1\x8d3\x97\x15\xd5\xfa\xe3\x19\xfdm\x99\x94f\xba/M\u078e\t\x97\xb9\xe9\xbf\xc8\u05eb\xb23\x00\x1d\x00 \xe1nu\x8e\xa8\x86|\x981\xcb\u04b1N\xbe\xf8\u0407\xf8\xbc\xf8\u03d6\xa9\xa7\""\x17o\xe8Ej4l\x00\n\x00\f\x00\n\xea\xea\x11\xec\x00\x1d\x00\x17\x00\x18\x00#\x00{{\xa3\xd8\xc5\xee\x1f\xabU\x16\a\x8f\x82\xc7z\xa5.p\x99t#\xc1b\x05S\xe3\x851\xc0\xf29\xb8h\xdd\xfbl\u026e\x82\x90)\x964&<p\xaa~\xe6\xbb\xfb\xae\xe1\u0342\xa0@\xfc\xc8#\xf0\xbe\x17I\x88k\n\xbf\ns\xc4y\x80\x8a\xa2y\xcd.\xd3\xc2\xd3jz\n\x82\xf5\""\xb7\xc4BcF\x9f&\xae\xed\xb9\xe9\xf9\x7f,@A\v \xce\u07a5]A\xaa\xfa\x15P\xe7Ap\xc6\xddQK\u01f7\x98zz\x00\x01\x00""",16030107e1010007dd03033361d7fc61b320773f42168965ff676d11051309481322f87d529ffbc61b220020c2f2b2515746aea19de66b19cf2113e98702559cc45419524bce2249dad92a0e0020dada130113021303c02bc02fc02cc030cca9cca8c013c014009c009d002f0035010007748a8a000000170000002d0002010144cd00050003026832fe0d00ba0000010001750020b9b0f7ef5beab87f5feb552bfa87fcf80a4654a324d4c39852beff4f4bdb382e00908b6eb2b5b8f6def5328c6edd9e65fc77d8dbefa91fe8c78a2deb46be9849b8e47f9fda3d0d619d76f1091407fce9dcd0bc781827e9cac7c9b729fca4ea5539e87cf97de7d00801fca5055d5d39fcc1faa93fa846f71d72957b77030b20c0a5ccc4b0402e30156f5e4d280bddf13b61d351f704fdb486342f5ea6782e3f79de9c30f3a2a349fba508bad3b97b845da8b4002b000706fafa030403030010000e000c02683208687474702f312e31000d001a00185a5a09040905090604030804040105030805050108060601000b00020100001b0003020002ff0100010000120000000500050100000000ca3400ba00b80582df13020e08839a648c9b2d01080582df13021404d679090408839a648c9b2d011304d679090f04d67909010582df13021208839a648c9b2d010a08839a648c9b2d010704d67909070582df1302010582df1302060582df13021308839a648c9b2d010b04d679090a04d679090504d679090d08839a648c9b2d010908839a648c9b2d010d08839a648c9b2d010c04d679090804d67909060582df13020d08839a648c9b2d011204d679090c0582df13020f04d679090b003304ef04edeaea00010011ec04c01309451a4ca623aa1db7f61f2fdb70eef41a5d60a6ee8c30f421458a2889b86b9cc017ab73a123b8aa397fc5c3e22649b2a89b7bd46c6e54555e7bc7901645c1ab4e71aba16f55c3c4b516fc4505edf69d1e6b8395e9c2a8924b1ecb56443aa58be1bd4b7bb7e93975bd79466099414e999a51d2487f29c25e96aacbcc04e1987bcec67eb25ca6cc64aaf478b7dba37636649abd63a0dde20c8e45b188b86a691021b3fa8a3bb1b90352282ca55a63f4af630c61d2929cd8f65c4f411a8f2915ed986820bb01de374fa9836477bb978c022ca596c9a16aa56ff8ca59bc3b09846134b3b91778c48a90524a985d52491a4d68a64963182565a674835ff707994a170473d77aad6b9b40ebb67ac92c88146579d84acf223f8a45147fb105f5937fce7a91a4050f68d9216f4260df14620c410af0cc2dfd3358f58659f473bd3a8639ca21783e8a16b8f8c976834052f356d04268fb9092e0a019ce5b03c4ba5df29413c2b648dedc2877109fdad22b68c2760a0610f774387fbc8a3261a48cd1c07acc3e756c400fc40305425c7d8a4404ab825d020d8779a3e39370f3029f1eba10e60aa73064c3ccfcbea8778e3aba94ec32b570f7702f2a0cffe72357a81578ea7e49900a4c54c876c7cf07363d5f55b01c2938d55ab64ddb98f72c2eed7255f3309eddd362656928c97a6955e11ff40c69faeb0878a016996761dff84c31cb1305c7126a6178ece56c2f122beb2a23f8f52b2b366052b0973276cb0769bd2ea377c5c5764ac472e320ba5b37ba78900d2e4570cc54400c7686fc74c273d1ce73e372544b071706555394be7ab50ade51b1ea364f0b81b76747560c50b0a624c5269a4c56d6258027b47abc1cf9d3c3a2c9322a2c5514e3c59d84931febc226188053246e127438ee3322444339a9fcaf72ea0678ecad504a3cd689873c1c065efa952d3b4563b206216a34e6e3ce6399c12503712e52719483930d8787cdd015053580de31434754a2675ac88ce766ec68581d2018977211dbb50b6c32890f2084bbd9ac97aa14dc863e78a4cfbdcc48a5e28303263497c5c96c49b0869766c267878816b43a731c55a7be1b76c3f7bb0b74977516c738c81a30cfa246bf96174f606f84c25b3d10c0cba7cbf21ba3e0d79061362c7ff8153874cd616c199fe6c434e073cad3b08f7154307b2975c063443a17cc09303683a8d614bcd4915b9e24698013c8e3c00f979c6fc8e3ad981833cd251266a687720363637a017efc1fbec3a9abb986cdd25a7c197af86555ab6984da7caf8eab2e0b10b723c8bccae2071022c799ca06b69c7088008065f8bd1e7b9ff41bb6dc96ba7f511afd89b9871c82424245b020033d0164dc93c78546c40cdca0e33592ade287aef88fa88b7925b9c824d8b9194984de496db53430a206b07556ce42485e0b862b0daa4025464740b2761a33b8a55a04bf5b564cc90612e242f378cbd532c964a13ec5500760986442accf19a2734d207bc53185aef25d53b07aacd5a1af6ccb420945c266363c50ab2a1c160838a09ad1a0e9e8b1724c44e21b44cfcc70f02a1fba43642a2b87f60744e80c4367326f5f75bbab631c2681722bea7f87b2a27cd924e9d963573a0a948dfc91a5833666628c5ea905eccc9b421db409c082f4b3dcf2d13026ff4207a18d339715d5fae319fd6d999466ba2f4dde8e0997b9e9bfc8d7abb233001d0020e16e758ea8867c9831cbd2b14ebef8d087f8bcf8cf96a9a722176fe8456a346c000a000c000aeaea11ec001d001700180023007b7ba3d8c5ee1fab5516078f82c77aa52e70997423c1620553e38531c0f239b868ddfb6cc9ae8290299634263c70aa7ee6bbfbaee1cd82a040fcc823f0be1749886b0abf0a73c479808aa279cd2ed3c2d36a7a0a82f522b7c44263469f26aeedb9e9f97f2c40410b20cedea55d41aafa1550e74170c6dd514bc7b7987a7a000100,handshake,TLS 1.0,2017,010007dd03033361d7fc61b320773f42168965ff676d11051309481322f87d529ffbc61b220020c2f2b2515746aea19de66b19cf2113e98702559cc45419524bce2249dad92a0e0020dada130113021303c02bc02fc02cc030cca9cca8c013c014009c009d002f0035010007748a8a000000170000002d0002010144cd00050003026832fe0d00ba0000010001750020b9b0f7ef5beab87f5feb552bfa87fcf80a4654a324d4c39852beff4f4bdb382e00908b6eb2b5b8f6def5328c6edd9e65fc77d8dbefa91fe8c78a2deb46be9849b8e47f9fda3d0d619d76f1091407fce9dcd0bc781827e9cac7c9b729fca4ea5539e87cf97de7d00801fca5055d5d39fcc1faa93fa846f71d72957b77030b20c0a5ccc4b0402e30156f5e4d280bddf13b61d351f704fdb486342f5ea6782e3f79de9c30f3a2a349fba508bad3b97b845da8b4002b000706fafa030403030010000e000c02683208687474702f312e31000d001a00185a5a09040905090604030804040105030805050108060601000b00020100001b0003020002ff0100010000120000000500050100000000ca3400ba00b80582df13020e08839a648c9b2d01080582df13021404d679090408839a648c9b2d011304d679090f04d67909010582df13021208839a648c9b2d010a08839a648c9b2d010704d67909070582df1302010582df1302060582df13021308839a648c9b2d010b04d679090a04d679090504d679090d08839a648c9b2d010908839a648c9b2d010d08839a648c9b2d010c04d679090804d67909060582df13020d08839a648c9b2d011204d679090c0582df13020f04d679090b003304ef04edeaea00010011ec04c01309451a4ca623aa1db7f61f2fdb70eef41a5d60a6ee8c30f421458a2889b86b9cc017ab73a123b8aa397fc5c3e22649b2a89b7bd46c6e54555e7bc7901645c1ab4e71aba16f55c3c4b516fc4505edf69d1e6b8395e9c2a8924b1ecb56443aa58be1bd4b7bb7e93975bd79466099414e999a51d2487f29c25e96aacbcc04e1987bcec67eb25ca6cc64aaf478b7dba37636649abd63a0dde20c8e45b188b86a691021b3fa8a3bb1b90352282ca55a63f4af630c61d2929cd8f65c4f411a8f2915ed986820bb01de374fa9836477bb978c022ca596c9a16aa56ff8ca59bc3b09846134b3b91778c48a90524a985d52491a4d68a64963182565a674835ff707994a170473d77aad6b9b40ebb67ac92c88146579d84acf223f8a45147fb105f5937fce7a91a4050f68d9216f4260df14620c410af0cc2dfd3358f58659f473bd3a8639ca21783e8a16b8f8c976834052f356d04268fb9092e0a019ce5b03c4ba5df29413c2b648dedc2877109fdad22b68c2760a0610f774387fbc8a3261a48cd1c07acc3e756c400fc40305425c7d8a4404ab825d020d8779a3e39370f3029f1eba10e60aa73064c3ccfcbea8778e3aba94ec32b570f7702f2a0cffe72357a81578ea7e49900a4c54c876c7cf07363d5f55b01c2938d55ab64ddb98f72c2eed7255f3309eddd362656928c97a6955e11ff40c69faeb0878a016996761dff84c31cb1305c7126a6178ece56c2f122beb2a23f8f52b2b366052b0973276cb0769bd2ea377c5c5764ac472e320ba5b37ba78900d2e4570cc54400c7686fc74c273d1ce73e372544b071706555394be7ab50ade51b1ea364f0b81b76747560c50b0a624c5269a4c56d6258027b47abc1cf9d3c3a2c9322a2c5514e3c59d84931febc226188053246e127438ee3322444339a9fcaf72ea0678ecad504a3cd689873c1c065efa952d3b4563b206216a34e6e3ce6399c12503712e52719483930d8787cdd015053580de31434754a2675ac88ce766ec68581d2018977211dbb50b6c32890f2084bbd9ac97aa14dc863e78a4cfbdcc48a5e28303263497c5c96c49b0869766c267878816b43a731c55a7be1b76c3f7bb0b74977516c738c81a30cfa246bf96174f606f84c25b3d10c0cba7cbf21ba3e0d79061362c7ff8153874cd616c199fe6c434e073cad3b08f7154307b2975c063443a17cc09303683a8d614bcd4915b9e24698013c8e3c00f979c6fc8e3ad981833cd251266a687720363637a017efc1fbec3a9abb986cdd25a7c197af86555ab6984da7caf8eab2e0b10b723c8bccae2071022c799ca06b69c7088008065f8bd1e7b9ff41bb6dc96ba7f511afd89b9871c82424245b020033d0164dc93c78546c40cdca0e33592ade287aef88fa88b7925b9c824d8b9194984de496db53430a206b07556ce42485e0b862b0daa4025464740b2761a33b8a55a04bf5b564cc90612e242f378cbd532c964a13ec5500760986442accf19a2734d207bc53185aef25d53b07aacd5a1af6ccb420945c266363c50ab2a1c160838a09ad1a0e9e8b1724c44e21b44cfcc70f02a1fba43642a2b87f60744e80c4367326f5f75bbab631c2681722bea7f87b2a27cd924e9d963573a0a948dfc91a5833666628c5ea905eccc9b421db409c082f4b3dcf2d13026ff4207a18d339715d5fae319fd6d999466ba2f4dde8e0997b9e9bfc8d7abb233001d0020e16e758ea8867c9831cbd2b14ebef8d087f8bcf8cf96a9a722176fe8456a346c000a000c000aeaea11ec001d001700180023007b7ba3d8c5ee1fab5516078f82c77aa52e70997423c1620553e38531c0f239b868ddfb6cc9ae8290299634263c70aa7ee6bbfbaee1cd82a040fcc823f0be1749886b0abf0a73c479808aa279cd2ed3c2d36a7a0a82f522b7c44263469f26aeedb9e9f97f2c40410b20cedea55d41aafa1550e74170c6dd514bc7b7987a7a000100,"""\x16\x03\x01\a\xe1\x01\x00\a\xdd\x03\x033a\xd7\xfca\xb3 w?B\x16\x89e\xffgm\x11\x05\x13\tH\x13\""\xf8}R\x9f\xfb\xc6\x1b\""\x00 \xc2\xf2\xb2QWF\xae\xa1\x9d\xe6k\x19\xcf!\x13\xe9\x87\x02U\x9c""","""k\n\xbf\ns\xc4y\x80\x8a\xa2y\xcd.\xd3\xc2\xd3jz\n\x82\xf5\""\xb7\xc4BcF\x9f&\xae\xed\xb9\xe9\xf9\x7f,@A\v \xce\u07a5]A\xaa\xfa\x15P\xe7Ap\xc6\xddQK\u01f7\x98zz\x00\x01\x00""",0,0
ebpf_sk_skb_stream_verdict,false,2026-09-24T15:52:48.993730191Z,1802821962943025,4182,7,7,2022,,,,"""""",7,"""\x15\x03\x03\x00\x02\x02.""",1503030002022e,alert,TLS 1.2,2,022e,"""\x15\x03\x03\x00\x02\x02.""","""\x15\x03\x03\x00\x02\x02.""",0,0
